,X,Y,Z,Roll,Pitch,Yaw,WPX,WPY,WPZ,TTE
0,0.23113898932933807,0.25160080194473267,29.993406295776367,0.22604797780513763,0.36491483449935913,0.013159039430320263,100.0,0.0,30.0,0.0
1,1.3186242580413818,0.5500362515449524,29.95561981201172,0.27297908067703247,0.387542724609375,-0.00536030437797308,100.0,0.0,30.0,0.0
2,3.348189115524292,0.6965132355690002,29.92340087890625,0.25814366340637207,0.3922525644302368,0.003024826757609844,100.0,0.0,30.0,0.0
3,6.253570079803467,0.7929180264472961,29.884429931640625,0.27112457156181335,0.283089816570282,-0.028927400708198547,100.0,0.0,30.0,0.0
4,9.687933921813965,0.78208327293396,29.877059936523438,0.2999686300754547,0.14363735914230347,-0.020469335839152336,100.0,0.0,30.0,0.0
5,13.157360076904297,0.6680805683135986,29.886911392211914,0.2708476483821869,0.11798953264951706,0.010829989798367023,100.0,0.0,30.0,0.0
6,16.632078170776367,0.6066553592681885,29.896636962890625,0.33332359790802,0.10776268690824509,0.0010542406234890223,100.0,0.0,30.0,0.0
7,20.132171630859375,0.5446928143501282,29.90018081665039,0.322285532951355,0.10549115389585495,0.0029248916544020176,100.0,0.0,30.0,0.0
8,23.624557495117188,0.48182857036590576,29.91275978088379,0.30819374322891235,0.10288882255554199,0.008550912141799927,100.0,0.0,30.0,0.0
9,27.094318389892578,0.4103391468524933,29.92613410949707,0.3001154065132141,0.11424267292022705,-0.0003057879221159965,100.0,0.0,30.0,0.0
10,30.645694732666016,0.4851597249507904,29.836971282958984,0.2328614443540573,0.1480596661567688,0.011660287156701088,100.0,0.0,30.0,0.0
11,34.30475616455078,0.7453888058662415,29.746667861938477,0.23559318482875824,0.13371089100837708,0.01652187667787075,100.0,0.0,30.0,0.0
12,37.96030807495117,1.117960810661316,29.65176010131836,0.22912541031837463,0.11720523238182068,0.008434963412582874,100.0,0.0,30.0,0.0
13,41.60983657836914,1.592514991760254,29.56133460998535,0.21845288574695587,0.10423712432384491,0.008749451488256454,100.0,0.0,30.0,0.0
14,45.26325607299805,2.142604351043701,29.503170013427734,0.238856703042984,0.11094409972429276,0.004697791766375303,100.0,0.0,30.0,0.0
15,48.916873931884766,2.7049038410186768,29.432083129882812,0.22755353152751923,0.11550571024417877,0.018770698457956314,100.0,0.0,30.0,0.0
