,Agent,Mass,Total TTE,Mean TTE,Completed Mission,Reward,Time Outside Corridor
0,LSTM Agent,4,597.6665881211918,1.0430481468083628,True,14031.9795,2.5
1,LSTM Agent,6,420.8529232015993,0.7396360688956051,True,15802.185,0.5
2,LSTM Agent,8,477.4667774031956,0.834732128327265,True,15244.637,0.5
3,LSTM Agent,10,515.2913267153984,0.9120200472838911,True,14846.166,0.5
4,LSTM Agent,12,459.6795160131853,0.8164822664532599,True,15410.887,0.5
5,LSTM Agent,14,770.1972451197978,1.3512232370522768,True,12345.288,0.5
6,LSTM Agent,16,516.347561608296,0.9058729151022737,True,14827.783,0.5
7,LSTM Agent,18,484.2917636080583,0.8586733397305999,True,15145.115,0.5
8,LSTM Agent,4,774.4225630729463,1.3779760908771288,True,12276.593,12.0
9,LSTM Agent,6,462.0728083911358,0.823659194993112,True,15377.028,0.5
10,LSTM Agent,8,539.0139784554688,0.9406875714755126,True,14659.403,0.5
11,LSTM Agent,10,1025.8018925884708,1.7809060635216507,True,9758.359,22.5
12,LSTM Agent,12,710.0706353499729,1.23921576849908,True,12922.007,0.5
13,LSTM Agent,14,433.305188476774,0.7696362139907176,True,15649.3545,0.5
14,LSTM Agent,16,316.71878217392833,0.5625555633639935,True,16800.396,0.5
15,LSTM Agent,18,866.7895251440905,1.489329081003592,True,11386.532,0.5
16,LSTM Agent,4,528.7517801642878,0.9292649915013844,True,14725.3125,0.5
17,LSTM Agent,6,716.2311637424183,1.2306377383890348,True,12868.506,0.5
18,LSTM Agent,8,811.9637421930504,1.4023553405752165,True,11917.814,0.5
19,LSTM Agent,10,325.75771348098016,0.5755436633939579,True,16710.395,0.5
20,LSTM Agent,12,703.5579834364994,1.2430353064249107,True,12999.432,0.5
21,LSTM Agent,14,320.44071411324023,0.5681572945270217,True,16770.162,0.5
22,LSTM Agent,16,656.310240886585,1.1414091145853653,True,13468.72,0.5
23,LSTM Agent,18,875.1069315519451,1.5114109353228757,True,11301.219,0.5
24,LSTM Agent,4,561.2199860228636,0.9880633556740557,True,14384.375,9.0
25,LSTM Agent,6,1050268.3099283928,2958.5022814884305,False,-10453287.0,150.0
26,LSTM Agent,8,836.4001827182556,1.452083650552527,True,11679.621,0.5
27,LSTM Agent,10,422.4027543281862,0.7384663537206052,True,15802.399,0.5
28,LSTM Agent,12,709.4782340037801,1.2490813978939792,True,12918.581,0.5
29,LSTM Agent,14,379.0933605970726,0.6674178883751278,True,16201.256,0.5
30,LSTM Agent,16,318.8798550236473,0.5694283125422273,True,16781.438,0.5
31,LSTM Agent,18,385.1874989216981,0.6769551826391882,True,16152.922,0.5
32,LSTM Agent,4,3485.125260052945,4.2709868383001774,True,-14777.277,69.5
33,LSTM Agent,6,529.9271176069001,0.941255981539787,True,14685.561,0.5
34,LSTM Agent,8,762.8890411884865,1.30408383109143,True,12408.65,0.5
35,LSTM Agent,10,416.65798296786454,0.7400674653070418,True,15820.498,0.5
36,LSTM Agent,12,353.99709817635835,0.6243335064838772,True,16438.438,0.5
37,LSTM Agent,14,456.32885450272613,0.8090937136573159,True,15437.437,0.5
38,LSTM Agent,16,630.855410697093,1.1165582490214037,True,13718.727,0.5
39,LSTM Agent,18,472.1175101975972,0.8400667441238384,True,15282.064,0.5
40,LSTM Agent,4,19400.82659937568,35.53264944940601,False,-190736.16,225.5
41,LSTM Agent,6,805.4923709959478,1.4156280685341789,True,11993.18,0.5
42,LSTM Agent,8,822.1307720565981,1.417466848373445,True,11844.87,0.5
43,LSTM Agent,10,316.493687862897,0.5591761269662491,True,16811.066,0.5
44,LSTM Agent,12,338.6552028964874,0.6025893289973085,True,16582.803,0.5
45,LSTM Agent,14,567.2746582768311,0.9917389130713831,True,14343.639,0.5
46,LSTM Agent,16,549.0974608818408,0.9735770583011362,True,14507.79,0.5
47,LSTM Agent,18,810.326969946372,1.399528445503233,True,11933.4375,0.5
48,LSTM Agent,4,4145.048475830714,13.816828252769046,False,-43677.957,95.0
49,LSTM Agent,6,907.7520078069301,3.0258400260231,False,-11439.5625,27.0
50,LSTM Agent,8,122447.96050415326,336.3954958905309,False,-1219059.6,149.0
51,LSTM Agent,10,546.6186364039529,0.9657573081341924,True,14551.177,0.5
52,LSTM Agent,12,587.9648311625881,1.0424908353946598,True,14135.157,0.5
53,LSTM Agent,14,584.7517039768887,1.034958768100688,True,14157.984,0.5
54,LSTM Agent,16,531.1499892836301,0.940088476608195,True,14692.91,0.5
55,LSTM Agent,18,344.6779808701008,0.6143992528878802,True,16529.918,0.5
56,LSTM Agent,4,732.5906962091753,1.2897723524809426,True,12719.098,0.5
57,LSTM Agent,6,2305.1099614098766,4.733285341704059,False,-20433.05,89.0
58,LSTM Agent,8,305.36488619978326,0.5423887854347837,True,16917.016,0.5
59,LSTM Agent,10,856.9501857432293,1.4851822976485778,True,11483.559,0.5
60,LSTM Agent,12,780.7251095456734,1.3460777750787472,True,12237.071,0.5
61,LSTM Agent,14,480.8043308840627,0.8632034665782096,True,15190.371,0.5
62,LSTM Agent,16,595.7231449849976,1.0733750360090046,True,14056.891,0.5
63,LSTM Agent,18,740.5029050129241,1.3083090194574631,True,12616.723,0.5
64,LSTM Agent,4,627.7541246516123,1.093648300786781,True,13782.543,0.5
65,LSTM Agent,6,435.9612669408864,0.7688911233525333,True,15636.95,0.5
66,LSTM Agent,8,789.0424490410128,1.360418015587953,True,12160.445,0.5
67,LSTM Agent,10,814.752056607294,1.4120486249693136,True,11904.431,0.5
68,LSTM Agent,12,535.8903056123086,0.9518477897199087,True,14647.387,0.5
