104.47,-0,0,0
254.47,-0,0,0
240.47,-0,0,0
227.47,-0,0,0
216.47,-0,0,0
205.47,-0,0,0
196.47,-0,0,0
187.47,-0,0,0
179.47,-0,0,0
172.47,-0,0,0
166.47,-0,0,0
160.47,-0,0,0
155.47,-0,0,0
150.47,-0,0,0
146.47,-0,0,0
142.47,-0,0,0
138.47,-0,0,0
135.47,-0,0,0
132.47,-0,0,0
129.47,-0,0,0
127.47,-0,0,0
125.47,-0,0,0
123.47,-0,0,0
121.47,-0,0,0
120.47,-0,0,0
118.47,-0,0,0
117.47,-0,0,0
116.47,-0,0,0
114.47,-0,0,0
113.47,-0,0,0
113.47,-0,0,0
112.47,-0,0,0
111.47,-0,0,0
110.47,-0,0,0
110.47,-0,0,0
109.47,-0,0,0
109.47,-0,0,0
108.47,-0,0,0
108.47,-0,0,0
108.47,-0,0,0
107.47,-0,0,0
107.47,-0,0,0
107.47,-0,0,0
106.47,-0,0,0
106.47,-0,0,0
106.47,-0,0,0
106.47,-0,0,0
106.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
105.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
104.47,-0,0,0
