,Wind,Total TTE,Mean TTE,Completed Mission,Reward,Time Outside Corridor
0,zero,196.46581108312913,1.023259432724631,True,8000.1533,0.0
1,n5,231.77525064815507,1.2009080344463994,True,7660.243,0.0
2,n7,281.5627999132997,1.4588746109497395,True,7163.6084,0.0
3,n10,1254.196477459608,6.118031597363942,True,-2514.2163,36.5
4,s5,238.852879684921,1.2375796874866372,True,7586.738,0.0
5,s7,337.67983133437565,1.7141108189562215,True,6636.5557,0.0
6,s10,1230.094177222123,5.72136826614941,True,-2247.1104,29.0
7,e5,174.72506354992626,0.9196055976311909,True,8206.976,0.0
8,e7,212.93039939199272,1.097579378309241,True,7844.0127,0.0
9,e10,712.2501779493796,3.525990979947424,True,2890.9287,19.0
10,w5,269.6851857256642,1.390129823328166,True,7286.8906,0.0
11,w7,397.8258066950864,1.999124656759228,True,6042.0225,0.0
12,w10,4010.650362753259,12.533282383603934,True,-30056.596,72.5
13,nw5,225.09366217631964,1.1723628238349981,True,7726.296,0.0
14,nw7,266.8576065122657,1.3826818990272833,True,7310.939,0.0
15,nw10,434.286953079798,2.17143476539899,True,5675.882,0.0
16,sw5,252.9236292818181,1.310485125812529,True,7447.4004,0.0
17,sw7,330.9992465597751,1.6974320336398723,True,6693.4517,0.0
18,sw10,561.0780578719794,2.723679892582424,True,4428.9717,0.0
19,ne5,188.02160940783043,0.9792792156657835,True,8084.2686,0.0
20,ne7,228.75946271670492,1.1791724882304377,True,7693.069,0.0
21,ne10,411.16760184152474,2.0558380092076236,True,5915.327,0.0
22,se5,191.44829542948932,1.002347096489473,True,8041.7886,0.0
23,se7,193.07321458201818,1.0108545266074251,True,8023.5874,0.0
24,se10,274.32824927293746,1.4068115347330126,True,7243.9316,0.0
