5.6399e-16,0,0
-1.692e-15,0,0
8.9988,2.256e-15,0
12.004,1.128e-15,9.8331e-72
10.717,-1.128e-15,1.322e-70
7.7307,-3.384e-15,-2.7756e-17
4.5213,3.1113e-34,2.7756e-17
1.8139,1.128e-15,-2.7756e-17
-0.14612,2.2547e-41,4.5951e-37
-1.385,1.128e-15,4.5951e-37
-2.0632,2.256e-15,4.5951e-37
-2.3527,-1.128e-15,4.5951e-37
-2.3979,-1.128e-15,4.5951e-37
-2.3217,2.256e-15,4.5951e-37
-2.1753,-2.256e-15,4.5951e-37
-2.0183,1.128e-15,4.5951e-37
-1.8606,-1.128e-15,4.5951e-37
-1.7226,-2.256e-15,4.5951e-37
-1.6011,3.384e-15,4.5951e-37
-1.5018,-1.2418e-33,4.5951e-37
-1.4088,2.256e-15,4.5951e-37
-1.3243,-4.9718e-33,4.5951e-37
-1.2564,1.128e-15,4.5951e-37
-1.1842,-7.7695e-33,4.5951e-37
-1.1172,-1.128e-15,4.5951e-37
-1.0559,1.128e-15,4.5951e-37
-0.99624,1.128e-15,4.5951e-37
-0.93707,-2.256e-15,4.5951e-37
-0.88494,-1.128e-15,4.5951e-37
-0.83715,-1.128e-15,4.5951e-37
-0.791,-2.256e-15,4.5951e-37
-0.74224,2.779e-39,4.5951e-37
-0.70143,-1.128e-15,4.5951e-37
-0.66324,-3.384e-15,4.5951e-37
-0.62832,4.9851e-33,4.5951e-37
-0.58321,-0.013199,-2.2127e-07
-0.54556,-0.01879,8.7754e-05
-0.52123,-0.017242,1.8612e-05
-0.48907,-0.01418,9.1322e-05
-0.46207,-0.0057817,0.00010764
-0.43644,-0.0012401,0.00037488
-0.40683,0.0091122,0.00060803
-0.38343,0.012455,0.00092227
-0.3588,0.018673,0.0011649
-0.34066,0.017244,0.0013048
-0.32057,0.016942,0.0013347
-0.30166,0.013031,0.0011682
-0.27964,0.010568,0.00095545
-0.26228,0.0049975,0.00064438
-0.24601,-0.0044511,0.00049039
-0.23165,-0.0075966,0.00019232
-0.22,-0.0071274,4.101e-05
-0.20406,-0.02815,-0.00034511
-0.19312,-0.032704,-0.00042823
-0.18097,-0.029732,-0.00026799
-0.16986,-0.016878,-0.00032288
-0.15675,-0.0074757,-0.0002457
-0.15107,0.0011951,0.00021426
-0.14419,0.010855,0.00066638
-0.13593,0.015659,0.0012053
-0.12464,0.020589,0.0014966
-0.11987,0.027168,0.001558
-0.10932,0.02464,0.0017482
-0.10179,0.018622,0.0014377
-0.096167,-0.0055732,0.0013714
-0.092114,-0.017376,0.0010897
-0.083344,-0.019852,0.00067398
-0.079837,-0.016441,0.00040864
-0.075127,-0.014094,0.00017456
-0.068547,-0.011299,0.00012566
-0.062057,-0.0063014,0.0002043
-0.060192,0.0014602,0.00030996
-0.058628,0.0058684,0.00042121
-0.056653,0.013028,0.0006229
-0.051138,0.013378,0.00093245
-0.047182,0.012299,0.00090819
-0.045215,-0.0041342,0.00081447
-0.041998,-0.014301,0.00052713
-0.041312,-0.016432,0.00046686
-0.034442,-0.011792,0.00054345
-0.034147,-0.0024704,0.00047025
-0.032926,0.0022656,0.00054407
-0.02988,0.0044111,0.00064872
-0.029239,0.010426,0.0010273
-0.029099,0.011686,0.0011066
-0.02628,0.010797,0.001034
-0.024534,0.013394,0.00092959
-0.025332,-0.0078494,0.000819
-0.01877,-0.015089,0.00052799
-0.017393,-0.016604,0.00046698
-0.017102,-0.016921,0.00045419
-0.015886,-0.014201,0.00036223
-0.013999,-0.0018191,0.00034301
-0.012449,0.0035588,0.00024972
-0.012124,0.010254,0.00058711
-0.012054,0.011655,0.00083617
-0.010885,0.014734,0.00097756
-0.010639,0.015378,0.0010071
-0.011748,-0.0062901,0.00092456
-0.011977,-0.010829,0.00090708
-0.0092376,-0.012933,0.00063548
-0.011451,-0.012218,0.00048932
-0.0091255,-0.0053407,0.00036944
-0.0086388,0.0016706,0.00052293
-0.011324,0.0042917,0.00064433
-0.011885,0.0048398,0.0006697
-0.010847,0.0077414,0.00076429
-0.0066894,0.012289,0.00078402
-0.00024701,0.013239,0.00078814
-0.0028406,-0.0095356,0.00061065
-0.0061714,-0.015456,0.00048404
-0.0040797,-0.015538,0.0003682
-0.0047969,-0.012766,0.00025463
-0.0037915,-0.0093976,0.0001415
-0.00079296,-0.0019616,0.00038593
-0.0013209,0.0079575,0.00052635
-0.0030684,0.26286,0.00055574
-0.0034243,0.32169,0.00074064
-0.003502,0.27681,0.00042175
