5.6399e-16,0,0
-1.692e-15,0,0
8.9988,2.256e-15,0
12.024,1.128e-15,0
10.825,-1.128e-15,0
7.9644,2.256e-15,-2.7756e-17
4.8446,-2.256e-15,2.7756e-17
2.1507,2.256e-15,2.7756e-17
0.14006,-2.256e-15,0
-1.2079,1.128e-15,0
-2.0123,0,0
-2.4153,0,0
-2.5537,-3.384e-15,0
-2.524,0,0
-2.3978,2.256e-15,0
-2.2371,1.128e-15,0
-2.0661,0,0
-1.9108,-1.128e-15,0
-1.7694,-1.128e-15,0
-1.6422,-2.256e-15,0
-1.5203,-1.128e-15,0
-1.4144,1.128e-15,0
-1.3161,-2.256e-15,0
-1.2313,0,0
-1.1606,2.256e-15,0
-1.0876,3.384e-15,0
-1.0247,0,0
-0.95995,-2.256e-15,0
-0.89555,1.128e-15,0
-0.84448,1.128e-15,0
-0.78879,-2.256e-15,0
-0.73878,-1.128e-15,0
-0.69603,-1.128e-15,0
-0.65508,0,0
-0.61443,2.256e-15,0
-0.57486,-0.015942,8.7654e-05
-0.54039,-0.022104,1.9136e-05
-0.50645,-0.017955,3.7939e-06
-0.47384,-0.014334,8.8125e-05
-0.44398,-0.0058192,0.00028315
-0.41342,0.0026379,0.00058878
-0.39078,0.011083,0.00074202
-0.36604,0.015636,0.0010385
-0.3475,0.016595,0.0012779
-0.32206,0.023437,0.001417
-0.30148,0.018314,0.0013626
-0.28351,0.011691,0.00135
-0.26632,0.0079966,0.00099307
-0.2505,0.0044585,0.00082919
-0.23657,-0.0029526,0.00035262
-0.2187,-0.0061404,7.516e-05
-0.20896,-0.025257,-0.00025021
-0.19331,-0.034843,-0.00031902
-0.18605,-0.032947,-0.00051088
-0.17228,-0.024238,-0.00064037
-0.15715,-0.011797,-0.0004013
-0.15004,0.00027534,3.9585e-06
-0.143,0.0083621,0.00044425
-0.13255,0.015134,0.0008037
-0.1248,0.0221,0.0012343
-0.11762,0.023569,0.0013251
-0.10974,0.021173,0.0016151
-0.10127,0.017868,0.0014082
-0.095592,-0.0057379,0.0013651
-0.088818,-0.018561,0.0011774
-0.083463,-0.017319,0.00095989
-0.076778,-0.017061,0.00055784
-0.07259,-0.010291,0.00056256
-0.067784,-0.0049413,0.0005636
-0.063992,0.0028976,0.0004747
-0.062045,0.0073215,0.00054513
-0.062788,0.011029,0.00064897
-0.055079,0.011808,0.0010272
-0.0479,0.011969,0.00092835
-0.046395,0.0064438,0.00072945
-0.04217,-0.01208,0.00050972
-0.041276,-0.015967,0.00046352
-0.038306,-0.01563,0.00036471
-0.037683,-0.015559,0.00034398
-0.036399,-0.0071963,0.0002504
-0.03065,0.00012201,0.00023143
-0.029416,0.0039748,0.00040627
-0.029153,0.010363,0.00062164
-0.026304,0.012852,0.00075605
-0.022918,0.012214,0.00087355
-0.021068,-0.009784,0.00098814
-0.023405,-0.0099147,0.0009197
-0.021126,-0.0087967,0.00081702
-0.017868,-0.0074107,0.00088493
-0.017234,-0.0015566,0.00072269
-0.017087,-0.00032531,0.00068802
-0.014739,0.0078368,0.00085979
-0.015406,0.012331,0.00080601
-0.013869,0.009289,0.00097112
-0.013561,0.0086651,0.0010062
-0.016283,0.0073829,0.0009245
-0.01296,-0.013575,0.00073142
-0.0094522,-0.019126,0.00060049
-0.0059227,-0.013529,0.00030427
-0.01075,-0.006752,0.00024187
-0.01176,-0.0053514,0.00022913
-0.008032,-0.0011189,0.00040511
-0.0044793,0.0065116,0.00053271
-0.0048877,0.010903,0.00064862
-0.004972,0.011817,0.00067268
-0.0077641,0.013128,0.00094387
-0.0083549,-0.0056215,0.00082274
-0.0073224,-0.014638,0.00052935
-0.007107,-0.016523,0.00046804
-0.0065839,-0.010185,0.00036591
-0.0013758,-0.0021284,0.00043389
-0.0042423,0.0011917,0.00062858
-0.0020424,0.0030458,0.00075853
-0.0032142,0.0073687,0.0007833
-0.00067001,0.2695,0.00087841
-0.00014015,0.32423,0.00089838
-0.003973,0.2746,0.00036626
-0.00083011,0.14941,-0.0013539
-0.0029669,0.030045,-0.0044854
-0.0073587,-0.082935,-0.0085372
-0.0082722,-0.17716,-0.012781
-0.0017301,-0.24005,-0.016618
-0.0003591,-0.27298,-0.018902
-0.0012296,-0.26332,-0.019813
-0.0042186,-0.22915,-0.019318
-0.0048185,-0.16836,-0.017084
-0.0021646,-0.097398,-0.013492
-0.0044052,-0.037775,-0.0090812
0.000718,0.034204,-0.0042212
0.00015046,0.099194,0.00055131
3.0442e-05,0.1453,0.0047682
