0,0,30,0,0,0,0,0,30,0,0,0,0,0,0
0,-250,30,0,0,-0,0,0,30,0,0,0,0,0,0
0,-250,30,0,0,-0,0,0,30,0,0,0,0,0,0
0,-250,30,0,-0,0,0,-0,30,0.0017957,0,0,0.35914,0,0
0,-250,30,0,-0,0,0,-0,30,0.0077813,0,0,0.83799,0,0
0,-250,30,0,-0,-0,0,-0,30,0.018316,0,0,1.269,0,0
0,-250,30,0,-0,-0,0,-0,30,0.032602,0,0,1.5882,0,0
0,-250,30,0,-0.01,-0,0,-0,30,0.049461,0,0,1.7837,0,0
0,-250,30,0,-0.01,-0,0,-0,30,0.067737,0,0,1.8715,0,0
0,-250,30,0,-0.02,-0,0,-0,30,0.086472,0,0,1.8755,0,0
0,-250,30,0,-0.03,-0,0,-0,30,0.10499,0,0,1.8276,0,0
0,-250,30,0,-0.04,-0,0,-0,30,0.12287,0,0,1.7478,0,0
0,-250,30,0,-0.05,-0,0,-0,30,0.13986,0,0,1.652,0,0
0,-250,30,0,-0.07,-0.01,0,-0,30,0.15587,0,0,1.5483,0,0
0,-250,30,0,-0.09,-0.01,0,-0,30,0.17085,0,0,1.4485,0,0
0,-250,30,0,-0.1,-0.01,0,-0,30,0.18486,0,0,1.3528,0,0
0,-250,30,0,-0.12,-0.01,0,-0,30,0.19792,0,0,1.261,0,0
0,-250,30,0,-0.14,-0.01,0,-0.01,30,0.21012,0,0,1.1772,0,0
0,-250,30,0,-0.16,-0.01,0,-0.01,30,0.22151,0,0,1.1014,0,0
0,-250,30,0,-0.18,-0.01,0,-0.01,30,0.23216,0,0,1.0295,0,0
0,-250,30,0,-0.21,-0.02,0,-0.01,30,0.24214,0,0,0.96568,0,0
0,-250,30,0,-0.23,-0.02,0,-0.01,30,0.2515,0,0,0.90583,0,0
0,-250,30,0,-0.26,-0.02,0,-0.02,30,0.26028,0,0,0.84996,0,0
0,-250,30,0,-0.28,-0.02,0,-0.02,30,0.26852,0,0,0.79808,0,0
0,-250,30,0,-0.31,-0.02,0,-0.02,30,0.27626,0,0,0.7502,0,0
0,-250,30,0,-0.34,-0.03,0,-0.03,30,0.28352,0,0,0.70231,0,0
0,-250,30,0,-0.37,-0.03,0,-0.03,30,0.29032,0,0,0.65842,0,0
0,-250,30,0,-0.39,-0.03,0,-0.03,30,0.29671,0,0,0.61852,0,0
0,-250,30,0,-0.42,-0.03,0,-0.04,30,0.30269,0,0,0.57861,0,0
0,-250,30,0,-0.45,-0.04,0,-0.04,30,0.3083,0,0,0.5427,0,0
0,-250,30,0,-0.49,-0.04,0,-0.05,30,0.31355,0,0,0.50678,0,0
0,-250,30,0,-0.52,-0.04,0,-0.05,30,0.31846,0,0,0.47486,0,0
0,-250,30,0,-0.55,-0.04,0,-0.06,30,0.32306,0,0,0.44693,0,0
0,-250,30,0,-0.58,-0.04,0,-0.06,30,0.32739,0,0,0.41899,0,0
0,-250,30,0,-0.61,-0.05,0,-0.07,29.99,0.33144,0,0,0.39106,0,0
0,-250,30,0,-0.65,-0.05,0,-0.07,29.99,0.33524,0,0,0.36712,0,0
0,-250,30,0,-0.68,-0.05,0,-0.08,29.99,0.33879,0,0,0.34318,0,0
0,-250,30,0,-0.71,-0.05,0,-0.09,29.99,0.34212,0,0,0.32322,0,0
0,-250,30,0,-0.75,-0.06,0,-0.09,29.99,0.34525,0,0,0.30327,0,0
0,-250,30,0,-0.78,-0.06,0,-0.1,29.99,0.34818,0,0,0.28332,0,0
0,-250,30,0,-0.82,-0.06,0,-0.11,29.99,0.35094,0,0,0.26736,0,0
0,-250,30,0,-0.85,-0.06,0,-0.12,29.99,0.35353,0,0,0.2514,0,0
0,-250,30,0,-0.89,-0.06,0,-0.13,29.99,0.35597,0,0,0.23543,0,0
0,-250,30,0,-0.93,-0.06,0,-0.14,29.99,0.35824,0,0,0.21947,0,0
