,Agent,Mass,Total TTE,Mean TTE,Completed Mission,Reward,Time Outside Corridor
69,LSTM Agent,16,791.3752355811733,1.3550945814746118,True,12120.042,3.5
70,LSTM Agent,8,352.03615342945716,0.6176072867183459,True,16465.172,0.5
71,LSTM Agent,10,643.281087308894,1.1345345455183315,True,13586.8545,6.0
72,LSTM Agent,12,578.8085061046804,1.0262562164976603,True,14245.364,0.5
73,LSTM Agent,14,830.0516019287929,1.4311234516013671,True,11753.395,0.5
74,LSTM Agent,16,456.77784455005326,0.8127719653915538,True,15431.299,0.5
75,LSTM Agent,8,860.7643135514179,1.5127668076474832,True,11458.002,0.5
76,LSTM Agent,10,752.7422501179825,1.2978314657206595,True,12517.916,0.5
77,LSTM Agent,12,882.7088157653179,1.5166818140297558,True,11226.065,0.5
78,LSTM Agent,14,444.49116218029076,0.788104897482785,True,15554.292,0.5
79,LSTM Agent,16,403.19847813835406,0.7073657511199194,True,15994.457,0.5
80,LSTM Agent,8,463.3638155167284,0.8230263153050238,True,15387.033,0.5
81,LSTM Agent,10,803.4440488842636,1.3876408443596953,True,12012.052,0.5
82,LSTM Agent,12,754.690504543752,1.3125052252934817,True,12496.163,0.5
83,LSTM Agent,14,316.376860717408,0.5609518807046242,True,16813.326,0.5
84,LSTM Agent,16,345.4082831667016,0.6124260339835135,True,16526.703,0.5
85,LSTM Agent,8,440.4425251439915,0.7686606023455349,True,15623.958,0.5
86,LSTM Agent,10,659.2360848456074,1.128828912406862,True,13435.907,0.5
87,LSTM Agent,12,704.2232169860558,1.21000552746745,True,12991.505,0.5
88,LSTM Agent,14,561.9836667458823,0.9842095739857833,True,14410.218,0.5
89,LSTM Agent,16,499.16304662178663,0.8977752637082493,True,15002.41,0.5
90,LSTM Agent,8,659.004285224345,1.1622650533057233,True,13413.149,0.5
91,LSTM Agent,10,299.52769607508174,0.5301375151771358,True,16968.564,0.5
92,LSTM Agent,12,361.13368525716044,0.6414452668866082,True,16368.177,0.5
93,LSTM Agent,14,530.6993950079957,0.9343299207887248,True,14717.725,0.5
94,LSTM Agent,16,354.5005222080407,0.629663449747852,True,16424.89,0.5
95,LSTM Agent,8,548.5487545041246,0.9657548494790927,True,14529.316,0.5
96,LSTM Agent,10,797.9220195107252,1.3828804497586227,True,12054.34,0.5
97,LSTM Agent,12,325.34940077210376,0.5768606396668506,True,16724.586,0.5
98,LSTM Agent,14,594.7470178578735,1.0526495891289798,True,14078.138,0.5
99,LSTM Agent,16,413.83216623569285,0.7209619620830886,True,15890.182,0.5
100,LSTM Agent,8,56529.388343899736,76.39106532959424,False,-555596.8,209.0
101,LSTM Agent,10,973.9635463516545,1.6648949510284692,True,10326.22,0.5
102,LSTM Agent,12,338.34824415119465,0.5999082343106288,True,16596.873,0.5
103,LSTM Agent,14,424.6864817829635,0.7437591624920551,True,15753.45,0.5
104,LSTM Agent,16,859.8383906367155,1.482479983856406,True,11468.658,0.5
105,LSTM Agent,8,883.9940358496851,1.5347118677945923,True,11215.154,2.5
106,LSTM Agent,10,329.37742437166776,0.5809125650293964,True,16706.09,0.5
107,LSTM Agent,12,810.3247023821015,1.4342030130656662,True,11916.52,0.5
108,LSTM Agent,14,557.8844477083844,0.961869737428249,True,14458.988,0.5
109,LSTM Agent,16,321.03503886095905,0.5702220938915791,True,16763.285,0.5
110,LSTM Agent,8,685.0502671051959,1.2060744139175983,True,13186.853,0.5
111,LSTM Agent,10,447.88914968644974,0.7955402303489338,True,15498.423,0.5
112,LSTM Agent,12,332.5039912077453,0.5885026393057439,True,16650.996,0.5
113,LSTM Agent,14,626.0495644989429,1.1041438527318217,True,13761.087,0.5
114,LSTM Agent,16,594.3108999202477,1.053742730355049,True,14082.8,0.5
115,LSTM Agent,8,700.5475229164199,1.2225960260321465,True,13029.039,0.5
116,LSTM Agent,10,461.4248041195616,0.815238169822547,True,15375.112,0.5
117,LSTM Agent,12,324.1189648636114,0.574679015715623,True,16735.133,0.5
118,LSTM Agent,14,319.23063432605466,0.5640117214241248,True,16777.69,0.5
119,LSTM Agent,16,829.9181475553709,1.4358445459435483,True,11737.088,4.5
120,LSTM Agent,8,696.0579283007011,1.227615393828397,True,13071.661,0.5
121,LSTM Agent,10,360.13224824475503,0.6396665155324246,True,16374.154,0.5
122,LSTM Agent,12,579.8944379520922,1.026361837083349,True,14224.818,0.5
123,LSTM Agent,14,323.2088147193241,0.5730652743250427,True,16750.71,0.5
124,LSTM Agent,16,341.2258958501796,0.6050104536350702,True,16556.486,0.5
