,X,Y,Wind X,Wind Y
0,10.353661051252857,0.0,-1.47909198916771,-5.934129928880934
1,10.142374029383063,9.771070226561278,-1.47909198916771,-5.934129928880934
2,9.931086499709636,19.542140568140894,-1.4810497726701273,-5.939083790829951
3,9.71979846234899,29.313211026601493,-1.4810497726701273,-5.939083790829951
4,9.508509917417541,39.08428159868345,-1.4810497726701273,-5.939083790829951
5,9.297220864798874,48.855352288112044,-1.4810497726701273,-5.939083790829951
6,9.085931304609403,58.62642309162766,-1.4810497726701273,-5.939083790829951
7,8.874641236732714,68.39749401109293,-1.4810497726701273,-5.939083790829951
8,8.663350661168806,78.16856504837051,-1.4810497726701273,-5.939083790829951
9,8.45205957815051,87.93963619880378,-1.4810497726701273,-5.939083790829951
10,8.240767987328582,97.71070746611804,-1.4810497726701273,-5.939083790829951
11,8.029475889052264,107.48177884798497,-1.4810497726701273,-5.939083790829951
12,7.8181832829723135,117.25285034626722,-1.4831368295500305,-5.944861393680191
13,7.606890169437975,127.02392196049914,-1.4831368295500305,-5.944861393680191
14,7.395596548100002,136.7949936883524,-1.4831368295500305,-5.944861393680191
15,7.184302419191226,146.56606553401798,-1.4831368295500305,-5.944861393680191
16,6.9730077827116475,156.33713749656454,-1.4831368295500305,-5.944861393680191
17,6.761712638428435,166.1082095722668,-1.4831368295500305,-5.944861393680191
18,6.5504169868072495,175.87928176345304,-1.4831368295500305,-5.944861393680191
19,6.339120827266015,185.65035407152027,-1.4831368295500305,-5.944861393680191
20,6.127824160153978,195.42142649414018,-1.4831368295500305,-5.944861393680191
21,5.916526985587552,205.19249903410673,-1.4831368295500305,-5.944861393680191
22,5.705229303217493,214.9635716881603,-1.4831368295500305,-5.944861393680191
23,5.493931113276631,224.73464445816353,-1.4847311605298477,-5.951041854213955
24,5.282632415764965,234.50571734365076,-1.4847311605298477,-5.951041854213955
25,5.071333210566081,244.276790344622,-1.4847311605298477,-5.951041854213955
26,4.860033497796394,254.0478634624742,-1.4847311605298477,-5.951041854213955
27,4.648733277339488,263.81893669534475,-1.4847311605298477,-5.951041854213955
28,4.437432549311779,273.59001004323363,-1.4847311605298477,-5.951041854213955
29,4.226131313596852,283.3610835080035,-1.4847311605298477,-5.951041854213955
30,4.014829570311122,293.1321570877917,-1.4847311605298477,-5.951041854213955
31,3.8035273193381727,302.9032307830639,-1.4847311605298477,-5.951041854213955
32,3.592224560910836,312.67430459335446,-1.4847311605298477,-5.951041854213955
33,3.3809212947962806,322.44537852006033,-1.485621951663125,-5.956435171114141
34,3.1696175208780915,332.2164525622502,-1.485621951663125,-5.956435171114141
35,2.9583132395055145,341.9875267203897,-1.485621951663125,-5.956435171114141
36,2.7470084505621344,351.7586009944789,-1.485621951663125,-5.956435171114141
37,2.5357031538151205,361.52967538218945,-1.485621951663125,-5.956435171114141
38,2.3243973496137187,371.30074988817796,-1.485621951663125,-5.956435171114141
39,2.1130910377250984,381.07182450732216,-1.485621951663125,-5.956435171114141
40,1.901784218265675,390.84289924474433,-1.485621951663125,-5.956435171114141
41,1.690476891119033,400.61397409578785,-1.485621951663125,-5.956435171114141
42,1.479169056401588,410.3850490623154,-1.485621951663125,-5.956435171114141
43,1.2678607139969245,420.1561241466552,-1.4856779553170638,-5.961926888464578
44,1.056551864137873,429.9271993441507,-1.4856779553170638,-5.961926888464578
45,0.8452425064751878,439.6982746585272,-1.4856779553170638,-5.961926888464578
46,0.6339326412416995,449.4693500897847,-1.4856779553170638,-5.961926888464578
47,0.4226222684374079,459.2404256341979,-1.4856779553170638,-5.961926888464578
48,0.2113113880623132,469.01150129549205,-1.4856779553170638,-5.961926888464578
49,0.0,478.7825770722702,-1.4856779553170638,-5.961926888464578
50,20.67424049321562,0.22317457105964422,-1.47909198916771,-5.934129928880934
51,20.462943287100643,9.994245110545307,-1.47909198916771,-5.934129928880934
52,20.251645573298447,19.765315766446292,-1.4810497726701273,-5.939083790829951
53,20.040347351809032,29.536386537365615,-1.4810497726701273,-5.939083790829951
54,19.829048622748815,39.307457423303276,-1.4810497726701273,-5.939083790829951
55,19.61774938600138,49.07852842565626,-1.4810497726701273,-5.939083790829951
56,19.406449641566724,58.84959954256192,-1.4810497726701273,-5.939083790829951
57,19.19514938944485,68.6206707758829,-1.4810497726701273,-5.939083790829951
58,18.983848629752174,78.3917421256192,-1.4810497726701273,-5.939083790829951
59,18.77254736237228,88.16281359037384,-1.4810497726701273,-5.939083790829951
60,18.56124558718875,97.93388517014682,-1.4810497726701273,-5.939083790829951
61,18.34994330466725,107.7049568654038,-1.4810497726701273,-5.939083790829951
62,18.138640514109284,117.47602867661044,-1.4831368295500305,-5.944861393680191
63,17.92733721609693,127.24710060469806,-1.4831368295500305,-5.944861393680191
64,17.716033410513774,137.01817264640704,-1.4831368295500305,-5.944861393680191
65,17.504729097126983,146.78924480453134,-1.4831368295500305,-5.944861393680191
66,17.29342427616939,156.56031708046794,-1.4831368295500305,-5.944861393680191
67,17.082118947524577,166.33138946956024,-1.4831368295500305,-5.944861393680191
68,16.870813111308962,176.10246197413653,-1.4831368295500305,-5.944861393680191
69,16.659506767289713,185.8735345955938,-1.4831368295500305,-5.944861393680191
