0,0,0,0,0,104.49
0,0,150,0,0,254.46
0,0,136,0,0,240.43
0,0,123,0,0,227.47
0,0,112,0,0,216.43
0,0,101,0,0,205.43
0,0,92,0,0,196.44
0,0,83,0,0,187.5
0,0,75,0,0,179.45
0,0,68,0,0,172.45
0,0,62,0,0,166.46
0,0,56,0,0,160.5
0,0,51,0,0,155.49
0,0,46,0,0,150.5
0,0,42,0,0,146.46
0,0,38,0,0,142.48
0,0,34,0,0,138.49
0,0,31,0,0,135.47
0,0,28,0,0,132.48
0,0,25,0,0,129.46
0,0,23,0,0,127.49
0,0,21,0,0,125.47
0,0,19,0,0,123.47
0,0,17,0,0,121.48
0,0,16,0,0,120.49
0,0,14,0,0,118.47
0,0,13,0,0,117.49
0,0,12,0,0,116.46
0,0,10,0,0,114.47
0,0,9,0,0,113.45
0,0,9,0,0,113.45
0,0,8,0,0,112.44
0,0,7,0,0,111.49
0,0,6,0,0,110.48
0,0,6,0,0,110.48
0,0,5,0,0,109.48
0,0,5,0,0,109.48
0,0,4,0,0,108.49
0,0,4,0,0,108.49
0,0,4,0,0,108.49
0,0,3,0,0,107.44
0,0,3,0,0,107.44
0,0,3,0,0,107.44
0,0,2,0,0,106.45
0,0,2,0,0,106.45
0,0,2,0,0,106.45
0,0,2,0,0,106.45
0,0,2,0,0,106.45
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,1,0,0,105.47
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
0,0,0,0,0,104.49
